episode, step, reward, done, health, vx, vy, vz, px, py, pz
4425, 2969227, 0.0, False, 99.92, 0.0, -0.1899216, 0.0, 20.0, 12.506202, 2.0
4425, 2969228, -0.0023999998811632395, False, 99.67999, 0.0, -0.7239932, 0.0, 20.0, 12.473212, 2.0
4425, 2969229, -0.0023999998811632395, False, 99.43999, 0.0, -1.208417, 0.0, 20.0, 12.410187, 2.0
4425, 2969230, -0.0023999998811632395, False, 99.19998, 0.0, -1.6478084, 0.0, 20.0, 12.319916, 2.0
4425, 2969231, -0.0023999998811632395, False, 98.95998, 0.0, -2.0463536, 0.0, 20.0, 12.204933, 2.0
4425, 2969232, -0.0023999998811632395, False, 98.71997, 0.0, -2.4078496, 0.0, 20.0, 12.067535, 2.0
4425, 2969233, -0.0023999998811632395, False, 98.479965, 0.0, -2.7357404, 0.0, 20.0, 11.909806, 2.0
4425, 2969234, -0.0023999998811632395, False, 98.23996, 0.0, -3.0331504, 0.0, 20.0, 11.733636, 2.0
4425, 2969235, -0.0023999998811632395, False, 97.999954, 0.0, -3.302913, 0.0, 20.0, 11.54074, 2.0
4425, 2969236, -0.0023999998811632395, False, 97.75995, 0.0, -3.5475981, 0.0, 20.0, 11.332672, 2.0
4425, 2969237, -0.0023999998811632395, False, 97.51994, 0.0, -3.7695372, 0.0, 20.0, 11.110842, 2.0
4425, 2969238, -0.0023999998811632395, False, 97.27994, 0.00019588001, 0.0002169609, 0.0003730963, 19.999949, 10.986475, 2.0076442
4425, 2969239, -0.0023999998811632395, False, 97.03993, 0.00017768145, -0.55153, 2.8124015, 19.965698, 10.970625, 2.113937
4425, 2969240, -0.0023999998811632395, False, 96.79993, 0.00016117096, -1.0519861, 5.363022, 19.881695, 10.917298, 2.372508
4425, 2969241, -0.0023999998811632395, False, 96.55992, 0.00014615059, -1.5059195, 7.6765337, 19.753359, 10.835825, 2.7675083
4425, 2969242, -0.0023999998811632395, False, 96.319916, 0.00013256073, -1.9176549, 6.962917, 19.619951, 10.728822, 3.1781178
4425, 2969243, -0.0023999998811632395, False, 96.07991, 0.0108373165, -1.9122341, 7.163658, 19.493956, 10.606238, 3.5667672
4425, 2969244, -0.0023999998811632395, False, 95.839905, 0.0044875145, -2.164995, 9.271752, 19.335323, 10.483909, 4.055921
4425, 2969245, -0.0023999998811632395, False, 95.5999, 0.0040712357, -2.5154617, 11.221908, 19.139288, 10.339839, 4.660069
