episode, step, reward, done, health, vx, vy, vz, px, py, pz
2188, 1485448, 0.0, False, 99.96, 0.0, -0.1899216, 0.0, 20.0, 0.50620157, 15.0
2188, 1485449, -0.0011999999405816197, False, 99.84, 0.07695181, -0.06980896, -1.510284, 19.997782, 0.49034908, 14.952882
2188, 1485450, -0.0011999999405816197, False, 99.71999, 0.36367092, -0.0005579144, -3.7931688, 19.979998, 0.4900028, 14.7706995
2188, 1485451, -0.0011999999405816197, False, 99.59999, 0.8288605, -4.7683716e-06, -5.864388, 19.931368, 0.49000004, 14.460442
2188, 1485452, -0.0011999999405816197, False, 99.47999, 0.9964285, 0.0, -2.0971339, 19.912754, 0.49000004, 14.252896
2188, 1485453, -0.0011999999405816197, False, 99.359985, 0.65112555, 0.0, 0.9693372, 19.956385, 0.49000004, 14.232082
2188, 1485454, -0.0011999999405816197, False, 99.23998, 0.2573601, 0.0, 3.4128516, 20.065037, 0.49000004, 14.348613
2188, 1485455, -0.0011999999405816197, False, 99.11998, -0.26930165, 0.0, 5.57661, 20.250063, 0.49000004, 14.575377
2188, 1485456, -0.0011999999405816197, False, 98.99998, -0.92132187, 0.0, 7.481139, 20.518078, 0.49000004, 14.890999
2188, 1485457, -0.0011999999405816197, False, 98.879974, -0.8036833, 0.0, 9.268276, 20.871584, 0.49000004, 15.277213
2188, 1485458, -0.0011999999405816197, False, 98.75997, -0.70545626, 0.0, 10.888558, 21.303946, 0.49000004, 15.726013
2188, 1485459, -0.0011999999405816197, False, 98.63997, -1.8113847, 0.0, 12.232554, 21.809278, 0.49000004, 16.229828
2188, 1485460, -0.0011999999405816197, False, 98.519966, -2.5058877, 0.0, 7.7413034, 22.20318, 0.49000004, 16.642374
2188, 1485461, -0.0011999999405816197, False, 98.39996, -2.631218, 0.0, 3.6577764, 22.402016, 0.49000004, 16.916922
2188, 1485462, -0.0011999999405816197, False, 98.27996, -2.2469835, 0.0, 5.8303185, 22.625122, 0.49000004, 17.171726
2188, 1485463, -0.0011999999405816197, False, 98.15996, -1.9468334, 0.0, 7.782336, 22.967012, 0.49000004, 17.45806
2188, 1485464, -0.0011999999405816197, False, 98.039955, -0.7925861, 0.0, 9.67954, 23.414192, 0.49000004, 17.776941
