episode, step, reward, done, health, vx, vy, vz, px, py, pz
3518, 2383679, 0.0, False, 99.96, 0.0, -0.1899216, 0.0, 20.0, 0.50620157, 15.0
3518, 2383680, -0.0011999999405816197, False, 99.84, 0.07695181, -0.06980896, -1.510284, 19.997782, 0.49034908, 14.952882
3518, 2383681, -0.0011999999405816197, False, 99.71999, 0.36367092, -0.0005579144, -3.7931688, 19.979998, 0.4900028, 14.7706995
3518, 2383682, -0.0011999999405816197, False, 99.59999, 0.8288605, -4.7683716e-06, -5.864388, 19.931368, 0.49000004, 14.460442
3518, 2383683, -0.0011999999405816197, False, 99.47999, 1.430614, 0.0, -7.691596, 19.83888, 0.49000004, 14.038213
3518, 2383684, -0.0011999999405816197, False, 99.359985, 2.1329956, 0.0, -9.285953, 19.691338, 0.49000004, 13.520483
3518, 2383685, -0.0011999999405816197, False, 99.23998, 2.4806356, 0.0, -5.065954, 19.59644, 0.49000004, 13.118272
3518, 2383686, -0.0011999999405816197, False, 99.11998, 2.2811875, 0.0, -1.3120613, 19.610315, 0.49000004, 12.90936
3518, 2383687, -0.0011999999405816197, False, 98.99998, 1.7008585, 0.0, 1.713646, 19.723642, 0.49000004, 12.85828
3518, 2383688, -0.0011999999405816197, False, 98.879974, 1.403664, 0.0, 4.0675945, 19.93088, 0.49000004, 12.92436
3518, 2383689, -0.0011999999405816197, False, 98.75997, 1.1983383, 0.0, 6.179241, 20.22641, 0.49000004, 13.088537
3518, 2383690, -0.0011999999405816197, False, 98.63997, 1.0389495, 0.0, 8.089378, 20.60308, 0.49000004, 13.339728
3518, 2383691, -0.0011999999405816197, False, 98.519966, 0.90849733, 0.0, 9.82016, 21.053934, 0.49000004, 13.668961
3518, 2383692, -0.0011999999405816197, False, 98.39996, 0.79871464, 0.0, 11.389273, 21.572435, 0.49000004, 14.068486
3518, 2383693, -0.0011999999405816197, False, 98.27996, 0.7047887, 0.0, 12.812131, 22.152536, 0.49000004, 14.531461
3518, 2383694, -0.0011999999405816197, False, 98.15996, 0.62356997, 0.0, 14.102505, 22.788673, 0.49000004, 15.051777
3518, 2383695, -0.0011999999405816197, False, 98.039955, 0.5528183, 0.0, 15.272797, 23.475765, 0.49000004, 15.623954
3518, 2383696, -0.0011999999405816197, False, 97.91995, 0.4908595, 0.0, 16.334219, 24.209167, 0.49000004, 16.243057
3518, 2383697, -0.0011999999405816197, False, 97.79995, 0.43638706, 0.0, 17.29692, 24.984646, 0.49000004, 16.90464
3518, 2383698, -0.0011999999405816197, False, 97.67995, -1.4139194, 0.0, 18.118649, 25.800074, 0.49000004, 17.602663
