episode, step, reward, done, health, vx, vy, vz, px, py, pz
554, 394167, 0.0, False, 99.96, 0.0, -0.1899216, 0.0, 20.0, 0.50620157, 15.0
554, 394168, -0.0011999999405816197, False, 99.84, 0.0, -0.06980899, 0.0, 20.0, 0.49034908, 15.0
554, 394169, -0.0011999999405816197, False, 99.71999, 0.16204178, -0.0005579144, -2.4369593, 19.9975, 0.4900028, 14.901899
554, 394170, -0.0011999999405816197, False, 99.59999, 0.5276054, -4.7683716e-06, -4.658751, 19.978642, 0.49000004, 14.665278
554, 394171, -0.0011999999405816197, False, 99.47999, 1.0532529, 0.0, -6.6309094, 19.928679, 0.49000004, 14.3055
554, 394172, -0.0011999999405816197, False, 99.359985, 1.2701769, 0.0, -2.767523, 19.908625, 0.49000004, 14.053073
554, 394173, -0.0011999999405816197, False, 99.23998, 0.93961513, 0.0, 0.49488643, 19.95282, 0.49000004, 13.994615
554, 394174, -0.0011999999405816197, False, 99.11998, 0.5127865, 0.0, 3.0247955, 20.06069, 0.49000004, 14.081831
554, 394175, -0.0011999999405816197, False, 98.99998, -0.020405293, 0.0, 5.2504096, 20.24391, 0.49000004, 14.283017
554, 394176, -0.0011999999405816197, False, 98.879974, -0.017575502, 0.0, 7.243356, 20.5078, 0.49000004, 14.577751
554, 394177, -0.0011999999405816197, False, 98.75997, -0.0153131485, 0.0, 9.051037, 20.846796, 0.49000004, 14.955684
554, 394178, -0.0011999999405816197, False, 98.63997, 1.005549, 0.0, 10.640936, 21.251898, 0.49000004, 15.410806
554, 394179, -0.0011999999405816197, False, 98.519966, 0.88586617, 0.0, 12.133818, 21.707525, 0.49000004, 15.943563
554, 394180, -0.0011999999405816197, False, 98.39996, -0.5324087, 0.0, 13.502986, 22.209343, 0.49000004, 16.546438
554, 394181, -0.0011999999405816197, False, 98.27996, 0.9716463, 0.0, 14.705057, 22.760706, 0.49000004, 17.206802
554, 394182, -0.0011999999405816197, False, 98.15996, 0.86213446, 0.0, 15.819651, 23.349371, 0.49000004, 17.925407
554, 394183, -0.0011999999405816197, False, 98.039955, -0.89835167, 0.0, 16.825842, 23.972113, 0.49000004, 18.696642
554, 394184, -0.0011999999405816197, False, 97.91995, -0.7990923, 0.0, 17.7431, 24.635387, 0.49000004, 19.507818
554, 394185, -0.0011999999405816197, False, 97.79995, -0.7114439, 0.0, 18.574984, 25.337255, 0.49000004, 20.353659
554, 394186, -0.0011999999405816197, False, 97.67995, -0.63388824, 0.0, 19.329464, 26.07403, 0.49000004, 21.231022
554, 394187, -0.0011999999405816197, False, 97.559944, -0.56514645, 0.0, 20.013754, 26.842388, 0.49000004, 22.137041
554, 394188, -0.0011999999405816197, False, 97.43994, -2.5589962, 0.0, 20.476131, 27.641262, 0.49000004, 23.067276
554, 394189, -0.0011999999405816197, False, 97.31994, -4.3728657, 0.0, 20.709156, 28.478142, 0.49000004, 24.008818
554, 394190, -0.0011999999405816197, False, 97.199936, -3.903884, 0.0, 21.271, 29.358723, 0.49000004, 24.949415
554, 394191, -0.0011999999405816197, False, 97.07993, -2.5272675, 0.0, 13.770262, 30.03356, 0.49000004, 25.658056
554, 394192, -0.0011999999405816197, False, 96.95993, -1.0225487, 2.0740123, 6.1253843, 30.420525, 0.560737, 26.029587
554, 394193, -0.0011999999405816197, False, 96.83993, 0.12552094, 2.2207255, 7.4196906, 30.75713, 0.6966896, 26.27129
554, 394194, -0.0011999999405816197, False, 96.719925, 1.1639397, 2.4676552, 8.345385, 31.158892, 0.8401809, 26.544207
554, 394195, -0.0011999999405816197, False, 96.59992, 2.0923092, 2.7586353, 8.981571, 31.60203, 1.000279, 26.848867
554, 394196, -0.0011999999405816197, False, 96.47992, 2.894181, 3.077168, 9.370197, 32.0681, 1.1790048, 27.189075
554, 394197, -0.0011999999405816197, False, 96.35992, 1.6713381, 3.3703947, 10.160863, 32.545063, 1.3762553, 27.564653
554, 394198, -0.0011999999405816197, False, 96.239914, 2.677734, 3.6104832, 10.452015, 33.039234, 1.588237, 27.9683
554, 394199, -0.0011999999405816197, False, 96.11991, 3.5025225, 3.8716826, 10.537377, 33.53838, 1.815445, 28.400967
554, 394200, -0.0011999999405816197, False, 95.99991, 4.14521, 4.136812, 10.467985, 34.026947, 2.058482, 28.863846
554, 394201, -0.0011999999405816197, False, 95.879906, 4.6116133, 4.3923793, 10.289707, 34.491055, 2.3170362, 29.356367
554, 394202, -0.0011999999405816197, False, 95.7599, 3.5308008, 2.7439008, 6.0890303, 34.825867, 2.511774, 29.72648
554, 394203, -0.0011999999405816197, False, 95.6399, 2.6709132, 1.4125626, 3.6635926, 35.036514, 2.6233869, 29.959675
554, 394204, -0.0011999999405816197, False, 95.5199, 2.180361, 0.60139775, 2.9907196, 35.190353, 2.6725783, 30.129967
554, 394205, -0.0011999999405816197, False, 95.399895, 1.683284, -0.006235462, 2.904563, 35.329895, 2.6840935, 30.28443
554, 394206, -0.0011999999405816197, False, 95.27989, 1.7938269, -0.5573826, 2.4605253, 35.456463, 2.6614344, 30.424532
554, 394207, -0.0011999999405816197, False, 95.15989, 1.3848715, -1.0572946, 2.3896427, 35.571262, 2.6077783, 30.55161
554, 394208, -0.0011999999405816197, False, 95.03989, 1.4758176, -1.5107346, 2.0243237, 35.675392, 2.5260062, 30.666878
554, 394209, -0.0011999999405816197, False, 94.91988, 1.1393616, -1.9220223, 1.966007, 35.76984, 2.4187324, 30.77143
554, 394210, -0.0011999999405816197, False, 94.79988, 1.2141846, -2.2950761, 1.6654519, 35.85551, 2.2883272, 30.86626
554, 394211, -0.0011999999405816197, False, 94.67988, 1.2531843, -2.6334507, 1.387236, 35.933216, 2.136941, 30.952276
554, 394212, -0.0011999999405816197, False, 94.559875, 0.99893427, -2.9403696, 1.3702009, 36.0037, 1.9665239, 31.030296
554, 394213, -0.0011999999405816197, False, 94.43987, 1.0310199, -3.2187572, 1.1413069, 36.06763, 1.7788454, 31.101063
554, 394214, -0.0011999999405816197, False, 94.31987, 0.8218434, -3.4712656, 1.1272918, 36.125618, 1.5755101, 31.165253
