episode, step, reward, done, health, vx, vy, vz, px, py, pz
20, 15765, 0.0, False, 99.92, 0.0, -0.1899216, 0.0, 20.0, 12.506202, 2.0
20, 15766, -0.0023999998811632395, False, 99.67999, 0.0, -0.7239932, 0.0, 20.0, 12.473212, 2.0
20, 15767, -0.0023999998811632395, False, 99.43999, 0.0, -1.208417, 0.0, 20.0, 12.410187, 2.0
20, 15768, -0.0023999998811632395, False, 99.19998, 0.0, -1.6478084, 0.0, 20.0, 12.319916, 2.0
20, 15769, -0.0023999998811632395, False, 98.95998, 0.0, -2.0463536, 0.0, 20.0, 12.204933, 2.0
20, 15770, -0.0023999998811632395, False, 98.71997, 0.0, -2.4078496, 0.0, 20.0, 12.067535, 2.0
20, 15771, -0.0023999998811632395, False, 98.479965, 0.0, -2.7357404, 0.0, 20.0, 11.909806, 2.0
20, 15772, -0.0023999998811632395, False, 98.23996, 0.0, -3.0331504, 0.0, 20.0, 11.733636, 2.0
20, 15773, -0.0023999998811632395, False, 97.999954, 0.0, -3.302913, 0.0, 20.0, 11.54074, 2.0
20, 15774, -0.0023999998811632395, False, 97.75995, 0.0, -3.5475981, 0.0, 20.0, 11.332672, 2.0
20, 15775, -0.0023999998811632395, False, 97.51994, 0.0, -3.7695372, 0.0, 20.0, 11.110842, 2.0
20, 15776, -0.0023999998811632395, False, 97.27994, -0.00010413129, 0.00022149086, 0.00041227927, 19.999947, 10.986476, 2.007644
20, 15777, -0.0023999998811632395, False, 97.03993, 0.19390339, -0.5515259, 2.8046038, 20.04261, 10.970888, 2.1106553
20, 15778, -0.0023999998811632395, False, 96.79993, -0.28495276, -1.0519824, 5.352556, 20.139387, 10.917562, 2.3645413
20, 15779, -0.0023999998811632395, False, 96.55992, -0.25846314, -1.5059161, 7.6670413, 20.293436, 10.836088, 2.74994
20, 15780, -0.0023999998811632395, False, 96.319916, 0.49377263, -1.9176519, 6.9407163, 20.455544, 10.729085, 3.1497767
20, 15781, -0.0023999998811632395, False, 96.07991, 1.1961373, -1.9775968, 8.016439, 20.61741, 10.605878, 3.5656345
20, 15782, -0.0023999998811632395, False, 95.839905, 2.0383677, -2.3307714, 9.916393, 20.798248, 10.473265, 4.10396
20, 15783, -0.0023999998811632395, False, 95.5999, 0.7046037, -2.6658275, 11.942768, 20.985102, 10.319871, 4.759361
20, 15784, -0.0023999998811632395, False, 95.35989, 0.63910294, -2.9697366, 13.644623, 21.187153, 10.147634, 5.5193367
20, 15785, -0.0023999998811632395, False, 95.11989, 0.5796914, -3.245394, 12.376208, 21.38186, 9.958303, 6.262485
20, 15786, -0.0023999998811632395, False, 94.87988, 0.5162735, -3.182073, 12.096213, 21.56191, 9.759736, 6.9536176
20, 15787, -0.0023999998811632395, False, 94.63988, 0.46917915, -3.2900755, 13.737754, 21.754854, 9.56764, 7.7214317
20, 15788, -0.0023999998811632395, False, 94.39987, 0.4255638, -3.535954, 15.272745, 21.964943, 9.360294, 8.582908
20, 15789, -0.0023999998811632395, False, 94.15987, 0.3860035, -3.7589755, 16.66504, 22.190582, 9.13912, 9.529337
20, 15790, -0.0023999998811632395, False, 93.91986, 1.7354182, -3.6203108, 13.496796, 22.385075, 8.926543, 10.350377
20, 15791, -0.0023999998811632395, False, 93.679855, 1.567121, -3.511077, 14.0469, 22.567026, 8.709822, 11.149426
20, 15792, -0.0023999998811632395, False, 93.43985, 1.4214401, -3.736411, 15.553153, 22.749144, 8.4900465, 12.03898
20, 15793, -0.0023999998811632395, False, 93.199844, 1.2893022, -3.9407983, 16.919382, 22.931969, 8.257597, 13.0136385
20, 15794, -0.0023999998811632395, False, 92.95984, -0.63507175, -4.1261854, 18.188938, 23.118092, 8.013654, 14.065143
20, 15795, -0.0023999998811632395, False, 92.71983, -0.5760348, -4.2943387, 16.498077, 23.295843, 7.759283, 15.073183
20, 15796, -0.0023999998811632395, False, 92.47983, -2.0737062, -4.0854907, 14.716789, 23.456573, 7.502657, 15.985351
20, 15797, -0.0023999998811632395, False, 92.23982, -3.4332104, -3.9361598, 15.787795, 23.638067, 7.269843, 16.909962
20, 15798, -0.0023999998811632395, False, 91.99982, -3.2965465, -2.5752857, 9.99068, 23.78736, 7.089739, 17.62851
20, 15799, -0.0023999998811632395, False, 91.75981, -4.11491, -2.8876114, 11.503967, 23.966877, 6.922593, 18.304888
20, 15800, -0.0023999998811632395, False, 91.519806, -2.6644993, -1.9024091, 7.458363, 24.122839, 6.7877083, 18.836664
20, 15801, -0.0023999998811632395, False, 91.2798, -3.3046627, -2.277286, 9.279564, 24.31712, 6.6584063, 19.354456
20, 15802, -0.0023999998811632395, False, 91.039795, -2.981141, -2.5838773, 11.223086, 24.6046, 6.5092363, 19.950603
20, 15803, -0.0023999998811632395, False, 90.79979, -2.321425, -0.00072574615, 11.301008, 24.93723, 6.48286, 20.542534
20, 15804, -0.0023999998811632395, False, 90.559784, -1.475554, -0.0002745688, 7.178697, 25.19801, 6.483978, 20.9872
20, 15805, -0.0023999998811632395, False, 90.31978, -0.31653166, 0.97485304, 2.2636375, 25.34496, 6.5034447, 21.222834
20, 15806, -0.0023999998811632395, False, 90.07977, -0.06647724, 0.41449007, 1.1532525, 25.401403, 6.538844, 21.291374
20, 15807, -0.0023999998811632395, False, 89.83977, -0.06029755, -0.17576803, -1.7660182, 25.365942, 6.5398474, 21.25758
20, 15808, -0.0023999998811632395, False, 89.59976, -0.054692388, -0.7111553, -3.4459114, 25.233835, 6.5076537, 21.115929
20, 15809, -0.0023999998811632395, False, 89.35976, -0.26324755, -0.04905632, -2.1692479, 25.121185, 6.4842396, 20.994755
20, 15810, -0.0023999998811632395, False, 89.11975, 0.1513009, -0.00067190826, -4.428844, 24.978199, 6.4839945, 20.825735
20, 15811, -0.0023999998811632395, False, 88.879745, 0.36370003, -0.00025893748, -2.6051102, 24.855616, 6.483991, 20.679874
20, 15812, -0.0023999998811632395, False, 88.63974, 0.22560786, -0.00025205314, 0.5617863, 24.848953, 6.483991, 20.64997
20, 15813, -0.0023999998811632395, False, 88.399734, 0.027194783, -0.00024931133, 0.09689745, 24.863693, 6.4839916, 20.65368
20, 15814, -0.0023999998811632395, False, 88.15973, -0.00028227465, -0.0002258122, -0.00016834341, 24.863708, 6.483992, 20.653688
20, 15815, -0.0023999998811632395, False, 87.91972, -0.0002080032, -0.0002245009, -0.00014399749, 24.863707, 6.483992, 20.653688
20, 15816, -0.0023999998811632395, False, 87.67972, -0.00018899626, -0.0002232492, -0.000163502, 24.863707, 6.4839916, 20.653688
20, 15817, -0.0023999998811632395, False, 87.43971, -0.00046736002, -0.00026783347, 2.4809213, 24.961815, 6.483991, 20.67455
20, 15818, -0.0023999998811632395, False, 87.19971, -0.14077446, -0.00024943054, 1.3333826, 25.060753, 6.48399, 20.695599
