episode, step, reward, done, health, vx, vy, vz, px, py, pz
2289, 1538649, 0.0, False, 99.96, 0.0, -0.1899216, 0.0, 20.0, 0.50620157, 15.0
2289, 1538650, -0.0011999999405816197, False, 99.84, 0.07695181, -0.06980896, -1.510284, 19.997782, 0.49034908, 14.952882
2289, 1538651, -0.0011999999405816197, False, 99.71999, 0.36367092, -0.0005579144, -3.7931688, 19.979998, 0.4900028, 14.7706995
2289, 1538652, -0.0011999999405816197, False, 99.59999, 0.3465202, -4.7683716e-06, -0.3000642, 19.981157, 0.49000004, 14.681419
2289, 1538653, -0.0011999999405816197, False, 99.47999, 0.09462911, 0.0, 2.242621, 20.02429, 0.49000004, 14.755908
2289, 1538654, -0.0011999999405816197, False, 99.359985, -0.29748833, 0.0, 4.506014, 20.123295, 0.49000004, 14.959632
2289, 1538655, -0.0011999999405816197, False, 99.23998, -0.84217334, 0.0, 6.513153, 20.28848, 0.49000004, 15.272661
2289, 1538656, -0.0011999999405816197, False, 99.11998, -1.5060997, 0.0, 8.275157, 20.52768, 0.49000004, 15.67565
2289, 1538657, -0.0011999999405816197, False, 98.99998, -2.2566724, 0.0, 9.80514, 20.846783, 0.49000004, 16.149687
2289, 1538658, -0.0011999999405816197, False, 98.879974, -1.9848461, 0.0, 11.380569, 21.248137, 0.49000004, 16.678373
2289, 1538659, -0.0011999999405816197, False, 98.75997, -2.9821177, 0.0, 12.561245, 21.726828, 0.49000004, 17.253323
2289, 1538660, -0.0011999999405816197, False, 98.63997, -3.9761748, 0.0, 13.536703, 22.284286, 0.49000004, 17.858974
2289, 1538661, -0.0011999999405816197, False, 98.519966, -3.524643, 0.0, 14.76967, 22.920746, 0.49000004, 18.480743
2289, 1538662, -0.0011999999405816197, False, 98.39996, -3.1290412, 0.0, 15.884766, 23.629547, 0.49000004, 19.115623
2289, 1538663, -0.0011999999405816197, False, 98.27996, -2.78123, 0.0, 16.894077, 24.403479, 0.49000004, 19.762943
2289, 1538664, -0.0011999999405816197, False, 98.15996, -2.4745703, 0.0, 17.80814, 25.236116, 0.49000004, 20.421993
2289, 1538665, -0.0011999999405816197, False, 98.039955, -4.040324, 0.0, 18.311214, 26.122982, 0.49000004, 21.089706
2289, 1538666, -0.0011999999405816197, False, 97.91995, -1.6836562, 0.0, 19.375715, 27.063194, 0.49000004, 21.75706
2289, 1538667, -0.0011999999405816197, False, 97.79995, -1.5011997, 0.0, 20.056578, 28.047018, 0.49000004, 22.433174
2289, 1538668, -0.0011999999405816197, False, 97.67995, 0.7298784, 0.0, 20.708158, 29.067661, 0.49000004, 23.121939
2289, 1538669, -0.0011999999405816197, False, 97.559944, 0.651412, 0.0, 21.26431, 30.114923, 0.49000004, 23.832611
2289, 1538670, -0.0011999999405816197, False, 97.43994, 2.7545862, 0.0, 21.596146, 31.183306, 0.49000004, 24.567308
2289, 1538671, -0.0011999999405816197, False, 97.31994, 4.6545334, 0.0, 21.701153, 32.261322, 0.49000004, 25.335186
2289, 1538672, -0.0011999999405816197, False, 97.199936, 6.6299653, 4.5299673, 15.890856, 33.270218, 0.58354115, 26.048933
2289, 1538673, -0.0011999999405816197, False, 97.07993, 7.457741, 4.8518558, 15.024229, 34.123978, 0.8684342, 26.598604
2289, 1538674, -0.0011999999405816197, False, 96.95993, 8.003546, 5.0960913, 14.2077675, 34.927235, 1.1699502, 27.173082
2289, 1538675, -0.0011999999405816197, False, 96.83993, 6.0102987, 3.2512589, 8.46565, 35.513584, 1.3986053, 27.608744
2289, 1538676, -0.0011999999405816197, False, 96.719925, 4.2717714, 2.0278802, 4.8572617, 35.881977, 1.5425293, 27.88286
2289, 1538677, -0.0011999999405816197, False, 96.59992, 3.821214, 2.5448163, 5.2815065, 36.159653, 1.6856414, 28.155699
2289, 1538678, -0.0011999999405816197, False, 96.47992, 3.46234, 2.9516618, 5.6276474, 36.38488, 1.8552198, 28.478916
2289, 1538679, -0.0011999999405816197, False, 96.35992, 2.6291606, 3.2731502, 6.2380605, 36.55775, 2.0455792, 28.841768
2289, 1538680, -0.0011999999405816197, False, 96.239914, 2.6090484, 3.535663, 6.498134, 36.686985, 2.2526968, 29.236578
2289, 1538681, -0.0011999999405816197, False, 96.11991, 1.9487772, 3.7529085, 6.9802475, 36.772457, 2.4735818, 29.65765
2289, 1538682, -0.0011999999405816197, False, 95.99991, 2.443524, 3.2043571, 8.367852, 36.822533, 2.684121, 30.136917
2289, 1538683, -0.0011999999405816197, False, 95.879906, 2.9976, 2.354751, 7.3167167, 36.85911, 2.8420298, 30.625824
2289, 1538684, -0.0011999999405816197, False, 95.7599, 3.3977559, 1.5841248, 6.315986, 36.89229, 2.9521556, 31.069283
2289, 1538685, -0.0011999999405816197, False, 95.6399, 2.4661865, 0.88513654, 6.019611, 36.92238, 3.0189407, 31.471518
2289, 1538686, -0.0011999999405816197, False, 95.5199, 2.7954028, 0.25112674, 5.196289, 36.949673, 3.0464137, 31.836359
2289, 1538687, -0.0011999999405816197, False, 95.399895, 2.0289814, -0.323945, 4.952455, 36.97443, 3.0382292, 32.167286
2289, 1538688, -0.0011999999405816197, False, 95.27989, 2.2998347, -0.84555763, 4.275091, 36.996887, 2.9977016, 32.467445
2289, 1538689, -0.0011999999405816197, False, 95.15989, 1.6692841, -1.3186806, 4.074484, 37.017254, 2.927838, 32.739704
2289, 1538690, -0.0011999999405816197, False, 95.03989, 1.8921206, -1.7478219, 3.5172036, 37.03573, 2.8313656, 32.986652
2289, 1538691, -0.0011999999405816197, False, 94.91988, 2.0402975, -2.1370697, 2.99337, 37.052486, 2.7107577, 33.210648
2289, 1538692, -0.0011999999405816197, False, 94.79988, 1.5566854, -2.4901326, 2.8936744, 37.067688, 2.568258, 33.41382
2289, 1538693, -0.0011999999405816197, False, 94.67988, 1.678594, -2.8103745, 2.462706, 37.081474, 2.4059017, 33.5981
2289, 1538694, -0.0011999999405816197, False, 94.559875, 1.5225506, -3.1008463, 2.2337708, 37.093975, 2.2255344, 33.765255
2289, 1538695, -0.0011999999405816197, False, 94.43987, 1.3810132, -3.3643157, 2.0261178, 37.10532, 2.0288308, 33.91687
