episode, step, reward, done, health, vx, vy, vz, px, py, pz
3736, 2532027, 0.0, False, 99.96, 0.0, -0.1899216, 0.0, 20.0, 0.50620157, 5.0
3736, 2532028, -0.0011999999405816197, False, 99.84, -0.07695181, -0.06980896, 1.510284, 20.002218, 0.49034908, 5.0471187
3736, 2532029, -0.0011999999405816197, False, 99.71999, -0.36367092, -0.0005579144, 3.7931688, 20.020002, 0.4900028, 5.229301
3736, 2532030, -0.0011999999405816197, False, 99.59999, -0.8288605, -4.7683716e-06, 5.864388, 20.068632, 0.49000004, 5.53956
3736, 2532031, -0.0011999999405816197, False, 99.47999, -1.430614, 0.0, 7.691596, 20.16112, 0.49000004, 5.961789
3736, 2532032, -0.0011999999405816197, False, 99.359985, -2.1329956, 0.0, 9.285953, 20.308662, 0.49000004, 6.479519
3736, 2532033, -0.0011999999405816197, False, 99.23998, -2.9047418, 0.0, 10.6611395, 20.520653, 0.49000004, 7.076207
3736, 2532034, -0.0011999999405816197, False, 99.11998, -2.5608368, 0.0, 12.159487, 20.802582, 0.49000004, 7.736958
3736, 2532035, -0.0011999999405816197, False, 98.99998, -3.565394, 0.0, 13.212025, 21.151201, 0.49000004, 8.453158
3736, 2532036, -0.0011999999405816197, False, 98.879974, -3.158567, 0.0, 14.473578, 21.569078, 0.49000004, 9.212274
3736, 2532037, -0.0011999999405816197, False, 98.75997, -2.8027344, 0.0, 15.615042, 22.05095, 0.49000004, 10.009083
3736, 2532038, -0.0011999999405816197, False, 98.63997, -2.4902778, 0.0, 16.648588, 22.590279, 0.49000004, 10.840439
3736, 2532039, -0.0011999999405816197, False, 98.519966, -2.2150502, 0.0, 17.584856, 23.181276, 0.49000004, 11.703423
3736, 2532040, -0.0011999999405816197, False, 98.39996, -1.9720078, 0.0, 18.433273, 23.818787, 0.49000004, 12.595337
3736, 2532041, -0.0011999999405816197, False, 98.27996, -1.7569475, 0.0, 19.202255, 24.498201, 0.49000004, 13.513698
