episode, step, reward, cumulative reward, done, health, vx, vy, vz, px, py, pz
381, 1, 0.0, 0.0, False, 99.96, 0.0, -0.1899216, 0.0, 20.0, 0.50620157, 1.0
381, 2, -0.0011999999405816197, -0.0011999999405816197, False, 99.84, 0.07695181, -0.06980896, -1.510284, 19.997782, 0.49034908, 0.95288134
381, 3, -0.0011999999405816197, -0.0023999998811632395, False, 99.71999, -0.017704308, -0.0005579144, 1.3499335, 20.005798, 0.4900028, 0.98229927
381, 4, -0.0011999999405816197, -0.0035999998217448592, False, 99.59999, -0.30563587, -4.7683716e-06, 3.690542, 20.044043, 0.49000004, 1.1542572
381, 5, -0.0011999999405816197, -0.004799999762326479, False, 99.47999, -0.7698369, 0.0, 5.7771297, 20.126036, 0.49000004, 1.451284
381, 6, -0.0011999999405816197, -0.005999999702908099, False, 99.359985, -0.6656399, 0.0, 7.722743, 20.26073, 0.49000004, 1.8568649
381, 7, -0.0011999999405816197, -0.0071999996434897184, False, 99.23998, -0.58117056, 0.0, 9.486635, 20.444876, 0.49000004, 2.360167
381, 8, -0.0011999999405816197, -0.008399999584071338, False, 99.11998, -0.510443, 0.0, 11.0862, 20.673473, 0.49000004, 2.9522517
381, 9, -0.0011999999405816197, -0.009599999524652958, False, 98.99998, -0.45010996, 0.0, 12.536896, 20.942146, 0.49000004, 3.624961
381, 10, -0.0011999999405816197, -0.010799999465234578, False, 98.879974, -0.3980403, 0.0, 13.852641, 21.247002, 0.49000004, 4.370867
381, 11, -0.0011999999405816197, -0.011999999405816197, False, 98.75997, -0.35274363, 0.0, 15.046019, 21.584555, 0.49000004, 5.183214
381, 12, -0.0011999999405816197, -0.013199999346397817, False, 98.63997, -0.31311607, 0.0, 16.128426, 21.95168, 0.49000004, 6.055863
381, 13, -0.0011999999405816197, -0.014399999286979437, False, 98.519966, -1.966177, 0.0, 16.994827, 22.347954, 0.49000004, 6.982091
381, 14, -0.0011999999405816197, -0.015599999227561057, False, 98.39996, -1.7493825, 0.0, 17.897758, 22.781504, 0.49000004, 7.9513764
381, 15, -0.0011999999405816197, -0.016799999168142676, False, 98.27996, -3.4064765, 0.0, 18.458311, 23.253078, 0.49000004, 8.957239
381, 16, -0.0011999999405816197, -0.017999999108724296, False, 98.15996, -3.0355415, 0.0, 19.227924, 23.769156, 0.49000004, 9.989702
381, 17, -0.0011999999405816197, -0.019199999049305916, False, 98.039955, -2.706584, 0.0, 19.924833, 24.327274, 0.49000004, 11.045062
381, 18, -0.0011999999405816197, -0.020399998989887536, False, 97.91995, -2.4144936, 0.0, 20.55612, 24.92317, 0.49000004, 12.121382
381, 19, -0.0011999999405816197, -0.021599998930469155, False, 97.79995, -2.1548681, 0.0, 21.128107, 25.553032, 0.49000004, 13.216876
381, 20, -0.0011999999405816197, -0.022799998871050775, False, 97.67995, -1.9238939, 0.0, 21.646471, 26.213453, 0.49000004, 14.329907
381, 21, -0.0011999999405816197, -0.023999998811632395, False, 97.559944, -1.7182484, 0.0, 22.11631, 26.901382, 0.49000004, 15.458971
381, 22, -0.0011999999405816197, -0.025199998752214015, False, 97.43994, -1.1129451, 0.0, 14.325184, 27.426868, 0.49000004, 16.314554
381, 23, -0.0011999999405816197, -0.026399998692795634, False, 97.31994, -0.9870157, 0.0, 15.475296, 27.909525, 0.49000004, 17.083782
381, 24, -0.0011999999405816197, -0.027599998633377254, False, 97.199936, -0.87663174, 0.0, 16.518255, 28.435797, 0.49000004, 17.901262
381, 25, -0.0011999999405816197, -0.028799998573958874, False, 97.07993, -0.7795172, 0.0, 17.464102, 29.001463, 0.49000004, 18.762615
381, 26, -0.0011999999405816197, -0.029999998514540493, False, 96.95993, -0.6938305, 0.0, 18.321918, 29.602734, 0.49000004, 19.66385
381, 27, -0.0011999999405816197, -0.031199998455122113, False, 96.83993, 1.2826209, 0.0, 19.067398, 30.234, 0.49000004, 20.602835
381, 28, -0.0011999999405816197, -0.03239999839570373, False, 96.719925, 2.110093, 0.0, 12.154943, 30.714836, 0.49000004, 21.319788
381, 29, -0.0011999999405816197, -0.03359999833628535, False, 96.59992, 3.168232, 0.0, 13.247979, 31.137867, 0.49000004, 21.989643
381, 30, -0.0011999999405816197, -0.03479999827686697, False, 96.47992, 2.8993285, 0.0, 8.210399, 31.45703, 0.49000004, 22.511497
381, 31, -0.0011999999405816197, -0.03599999821744859, False, 96.35992, 3.024109, 0.0, 4.0475216, 31.683561, 0.49000004, 22.806833
381, 32, -0.0011999999405816197, -0.03719999815803021, False, 96.239914, 2.4658504, 0.0, 0.6920751, 31.853256, 0.49000004, 22.89574
381, 33, -0.0011999999405816197, -0.03839999809861183, False, 96.11991, 1.7660075, 0.0, 3.4028013, 31.999184, 0.49000004, 23.024775
381, 34, -0.0011999999405816197, -0.03959999803919345, False, 95.99991, 1.4986179, 0.0, 5.58442, 32.152805, 0.49000004, 23.291122
381, 35, -0.0011999999405816197, -0.04079999797977507, False, 95.879906, 1.5162284, 0.0, 1.8104266, 32.271976, 0.49000004, 23.458143
381, 36, -0.0011999999405816197, -0.04199999792035669, False, 95.7599, 1.107292, 0.0, -1.0004612, 32.341133, 0.49000004, 23.438457
381, 37, -0.0011999999405816197, -0.04319999786093831, False, 95.6399, 0.62111104, 0.0, -3.4943166, 32.366604, 0.49000004, 23.27181
381, 38, -0.0011999999405816197, -0.04439999780151993, False, 95.5199, 0.14560992, 0.0, -2.0418658, 32.37728, 0.49000004, 23.122078
381, 39, -0.0011999999405816197, -0.04559999774210155, False, 95.399895, 0.11991691, 0.0, -4.3333144, 32.384933, 0.49000004, 22.906914
381, 40, -0.0011999999405816197, -0.04679999768268317, False, 95.27989, -0.19757864, 0.0, -2.5590875, 32.39008, 0.49000004, 22.720858
381, 41, -0.0011999999405816197, -0.04799999762326479, False, 95.15989, -0.084652945, 0.0, 0.5781837, 32.386395, 0.49000004, 22.69857
381, 42, -0.0011999999405816197, -0.04919999756384641, False, 95.03989, -0.012555852, 0.0, 0.08575708, 32.38433, 0.49000004, 22.712662
381, 43, -0.0011999999405816197, -0.05039999750442803, False, 94.91988, 0.14902258, 0.0, -2.3980227, 32.381245, 0.49000004, 22.617233
381, 44, -0.0011999999405816197, -0.05159999744500965, False, 94.79988, 0.07994866, 0.0, -1.2865078, 32.377083, 0.49000004, 22.51975
381, 45, -0.0011999999405816197, -0.05279999738559127, False, 94.67988, -0.023564603, 0.0, -0.55210006, 32.375095, 0.49000004, 22.473259
381, 46, -0.0011999999405816197, -0.05399999732617289, False, 94.559875, -0.23491031, 0.0, -2.9706454, 32.376465, 0.49000004, 22.34196
381, 47, -0.0011999999405816197, -0.05519999726675451, False, 94.43987, -0.16945285, 0.0, 0.25700372, 32.368847, 0.49000004, 22.29657
381, 48, -0.0011999999405816197, -0.05639999720733613, False, 94.31987, -0.3152461, 0.0, 2.6941435, 32.339417, 0.49000004, 22.407644
381, 49, -0.0011999999405816197, -0.05759999714791775, False, 94.19987, -0.67997974, 0.0, 4.8780766, 32.299026, 0.49000004, 22.656586
381, 50, -0.0011999999405816197, -0.05879999708849937, False, 94.079865, -0.7121407, 0.0, 2.8699732, 32.2696, 0.49000004, 22.867723
381, 51, -0.0011999999405816197, -0.05999999702908099, False, 93.95986, -1.0290276, 0.0, 5.004457, 32.26182, 0.49000004, 23.131802
381, 52, -0.0011999999405816197, -0.06119999696966261, False, 93.83986, -0.8137305, 0.0, 1.4207581, 32.241634, 0.49000004, 23.29469
381, 53, -0.0011999999405816197, -0.062399996910244226, False, 93.71986, -0.6595223, 0.0, 3.7798312, 32.23788, 0.49000004, 23.480242
381, 54, -0.0011999999405816197, -0.06359999685082585, False, 93.59985, -1.0778719, 0.0, 5.827781, 32.2708, 0.49000004, 23.793156
381, 55, -0.0011999999405816197, -0.06479999679140747, False, 93.47985, -0.9324926, 0.0, 7.7701893, 32.347294, 0.49000004, 24.218555
381, 56, -0.0011999999405816197, -0.06599999673198909, False, 93.35985, 0.08787441, 0.0, 9.570861, 32.4622, 0.49000004, 24.746193
381, 57, -0.0011999999405816197, -0.0671999966725707, False, 93.239845, -0.99136305, 0.0, 11.116539, 32.602276, 0.49000004, 25.36921
381, 58, -0.0011999999405816197, -0.06839999661315233, False, 93.11984, 0.11169195, 0.0, 7.0791783, 32.7137, 0.49000004, 25.855545
381, 59, -0.0011999999405816197, -0.06959999655373394, False, 92.99984, 0.53167665, 0.0, 3.24337, 32.77846, 0.49000004, 26.118969
381, 60, -0.0011999999405816197, -0.07079999649431556, False, 92.87984, -0.023718953, 0.0, 5.4493656, 32.838898, 0.49000004, 26.39692
381, 61, -0.0011999999405816197, -0.07199999643489718, False, 92.759834, 0.2621934, 0.0, 1.7850888, 32.877453, 0.49000004, 26.572199
381, 62, -0.0011999999405816197, -0.0731999963754788, False, 92.63983, 0.101954795, 0.0, -1.1070051, 32.888206, 0.49000004, 26.55734
381, 63, -0.0011999999405816197, -0.07439999631606042, False, 92.51983, 0.3494563, 0.0, -3.4647954, 32.89086, 0.49000004, 26.394827
381, 64, -0.0011999999405816197, -0.07559999625664204, False, 92.399826, 0.2716729, 0.0, -0.05818288, 32.901512, 0.49000004, 26.323671
381, 65, -0.0011999999405816197, -0.07679999619722366, False, 92.27982, 0.36794055, 0.0, -2.5102084, 32.89011, 0.49000004, 26.220024
381, 66, -0.0011999999405816197, -0.07799999613780528, False, 92.15982, 0.21632986, 0.0, 0.63531685, 32.90067, 0.49000004, 26.195494
